2006;Octubre;17,3;23,7;12,4;76,6;99,32;9,4;13;22,8;12:58:47
2006;Noviembre;18,2;24,8;12,4;68,8;52,08;9,8;12,7;22,3;13:57:06
2006;Diciembre;23;29,2;17,4;79;128,28;9,7;11,4;21,5;14:29:29
2006;Enero;24,8;29,1;17,7;63,7;31,25;9,9;14,3;20,5;14:13:04
2006;Febrero;25,7;30,8;17,7;62;87,88;9,8;13,1;20,3;13:22:53
2006;Marzo;20,9;25,4;13,5;77;219,71;9,9;13;21,8;12:17:57
2006;Abril;18,3;22,3;12,2;77,6;156,46;9,4;10,8;17,4;11:13:08
2006;Mayo;12,1;16,7;5,3;74,2;71,88;9,4;10,2;16,9;10:16:54
2006;Junio;9,9;14,9;3,1;74,7;38,86;7,9;9,9;17;09:49:06
2006;Julio;8,4;13,4;1,8;67,2;19,56;8,8;9,8;17,7;10:02:05
2006;Agosto;9,5;14,3;3,4;74,2;53,85;9,2;13,2;20,5;10:49:40
2006;Septiembre;15,8;20,1;10;77,2;93,97;8,6;14,6;21,4;11:51:01
2007;Octubre;18,7;22,7;12,3;71,8;242,32;9,1;13,9;22,2;12:58:14
2007;Noviembre;19,1;24,3;10,8;59,1;63;9,9;14,6;23,5;13:56:40
2007;Diciembre;23,8;28,7;14,8;54,2;27,93;10;16,7;25,5;14:29:23
2007;Enero;25,4;30,6;17,8;54,8;48;10,1;16,8;16,8;14:13:24
2007;Febrero;25,2;30,2;18,3;63,1;110,74;9,7;16;23;13:21:21
2007;Marzo;21,7;25,4;15,4;72,2;49,01;9,5;12,2;19,1;12:16:18
2007;Abril;18,2;23,4;10,5;66,3;44,7;8,1;9,2;16,6;11:11:36
2007;Mayo;14,5;19,5;7,3;70,8;26,41;9,1;10,2;17,9;10:15:49
2007;Junio;10,6;15,1;3,7;73,9;64,01;8;10,9;18,7;09:48:54
2007;Julio;12,9;17,4;7,2;80;39,88;8,5;11,6;17,9;10:02:53
2007;Agosto;12,2;16,7;4,4;68,5;28,7;9,2;13,5;22,3;10:51:04
2007;Septiembre;13,3;16,8;6,9;73,8;22,1;9,4;15;22,5;11:52:37
2008;Octubre;17,8;22,7;9,6;61,9;70,6;9,8;15,5;22,3;12:59:49
2008;Noviembre;24;29,2;16,7;54,8;11,18;10;17,5;25,7;13:57:54
2008;Diciembre;24,3;29,6;16,1;56,3;14,23;9,9;19;27,4;14:29:37
2008;Enero;26;30,6;17,8;52,4;14,73;9,9;19,9;28,2;14:12:27
2008;Febrero;24,8;29,4;17,3;58,9;105,92;9,7;15,6;23,9;13:21:53
2008;Marzo;23;27,1;16,5;70,3;112,26;9,6;12,6;19,7;12:16:53
2008;Abril;18,8;24,3;10,4;66;26,41;9,7;11,5;19,4;11:12:08
2008;Mayo;15,1;20,3;8,5;72,3;40,12;9,3;11;20,5;10:16:12
2008;Junio;10,6;15,7;4,1;72,5;21,08;9;12,4;19,9;09:48:58
2008;Julio;9,5;14,2;3,1;68,1;114,3;9,2;13,8;21,9;10:02:36
2008;Agosto;14,3;19,4;7,3;67;7,62;9,4;14,2;22,3;10:50:34
2008;Septiembre;13;17;7,3;74,1;120,14;9,6;17,7;25,6;11:52:03
2009;Octubre;17,4;22,3;10,3;65;145,54;9,8;14;21,9;12:59:16
2009;Noviembre;21,1;24,6;14,8;69,6;156,72;9,6;15;24,6;13:57:28
2009;Diciembre;22,7;26;17,2;71,3;91,19;9,7;15;22,1;14:29:33
2009;Enero;26,1;29,7;19,1;65,3;91,7;9,8;11,4;19,4;14:12:46
2009;Febrero;23,7;27,4;18,7;73,2;202,95;9,7;15,2;23,2;13:22:25
2009;Marzo;20,9;26,2;15,7;77,8;73,16;9,4;10,3;18;12:17:28
2009;Abril;16;21,6;10,4;75,8;62,74;9,4;8,4;15,5;11:12:40
2009;Mayo;13,6;19,4;9,4;83,5;118,1;8,3;9,7;19;10:16:35
2009;Junio;10,9;16,6;6;78,6;51,31;9,2;11,4;21,4;09:49:02
2009;Julio;9,7;14,8;4,9;80,7;88,14;8,6;12,5;22,7;10:02:19
2009;Agosto;9,6;15,8;4,2;79;2,54;8,7;10,8;23,2;10:50:05
2009;Septiembre;13,1;18,8;8,5;80,2;103,12;9,1;16,4;27,9;11:51:30
2010;Octubre;14,6;20,7;9,3;76,6;30,98;9,7;11,5;20,3;12:58:42
2010;Noviembre;17,9;24,8;11,8;71,8;37,08;9,9;10,6;20,4;13:57:03
2010;Diciembre;22,8;30,5;16,3;59,4;54,11;9,8;13,1;23,4;14:29:28
2010;Enero;25,2;29,9;18,5;63,8;159,26;9,8;15;22,5;14:11:32
2010;Febrero;23,9;28,6;16,2;63,1;37,07;9,9;16,2;23,6;13:21:38
2010;Marzo;22,4;27,4;14,3;61,9;30,98;9,9;13,5;21,1;12:17:22
2010;Abril;18,7;23,8;11,1;67,3;75,96;9,5;11;17,8;11:13:02
2010;Mayo;13,8;18,7;6,9;74,7;30,99;9,5;10,3;18;10:18:04
2010;Junio;11,3;15,6;5,6;77;129,28;9;11,6;19,7;09:50:54
2010;Julio;10,1;14,8;3,6;72,5;90,67;8,8;12,3;20,2;10:03:54
2010;Agosto;10,8;14,5;4,9;75,3;25,15;9,5;14,1;22,4;10:50:52
2010;Septiembre;15,7;20,7;7,7;58,2;25,91;9,8;15,1;23,1;11:51:25
2011;Octubre;16,9;21,4;10,2;67,8;62,23;9,5;14,5;22;12:57:52
2011;Noviembre;22,3;26,7;14,7;58,2;71,11;9,9;14,6;22;13:55:42
2011;Diciembre;22,6;26,7;15;60,2;55,63;9,9;17,6;26,8;14:27:59
2011;Enero;26,1;31,7;18,1;55,4;22,61;9,9;16,6;23,4;14:11:51
2011;Febrero;25,1;29,4;18,1;65,9;185,94;9,8;14,1;21,3;13:20:05
2011;Marzo;21,5;25,7;15,1;70,8;74,43;9,7;13,4;19;12:15:42
2011;Abril;17,4;22,1;10,2;70,1;46,75;9,3;10,8;17,5;11:11:50
2011;Mayo;16,1;20,1;10,9;80,4;71,87;8,4;11,8;17,8;10:16:59
2011;Junio;11,1;16,5;5,5;74,5;18,03;8,2;12,3;19;09:50:42
2011;Julio;8,5;13,6;3,5;66,3;15,23;8,9;12,4;19,3;10:04:43
2011;Agosto;12,8;16,7;10;85,1;241,54;7,6;14,6;22,6;10:52:16
2011;Septiembre;15;19,5;11,4;73,1;41,91;9,5;18,4;25,9;11:55:09
2012;Octubre;17,8;21,7;13,8;77,7;182,88;9,1;17,7;25,4;12:59:27
2012;Noviembre;21,4;26,7;14,7;67,2;55,87;9,5;15,2;23;13:56:56
2012;Diciembre;23,7;29;17;63,8;172,72;9,5;13,7;22,6;14:28:11
2012;Enero;24;28,9;17,4;64,4;73,41;9,6;14,1;20,5;14:10:52
2012;Febrero;23,1;29,1;16,7;63,4;74,66;9,5;14,6;22,3;13:20:35
2012;Marzo;18,7;24,2;12;71,1;100,84;9,6;13,2;20,2;12:16:14
2012;Abril;17,9;23,8;11,3;73,6;236,98;8,7;11,1;19,3;11:12:21
2012;Mayo;13,7;18,5;8,4;80,1;126,74;8,5;10,4;16,7;10:17:20
2012;Junio;11;16,9;4,5;75,7;13,73;8,9;9,8;15,6;09:50:46
2012;Julio;10,2;15,3;4,6;79,5;77,47;8,3;11,7;19,3;10:04:28
2012;Agosto;10,7;16,5;4,1;65,1;6,1;9,5;14,7;22,5;10:51:50
2012;Septiembre;12,7;18,2;7,5;75,3;174,75;9;17,3;24,7;11:52:30
2013;Octubre;16,8;21,9;11,4;73,2;30,22;9,5;14,6;22,7;12:58:56
2013;Noviembre;19,8;25,1;14,1;73,7;150,13;9,3;15,4;21,9;13:56:32
2013;Diciembre;25,6;31,7;18,4;59,3;35,56;9,8;11,9;18,9;14:28:07
2013;Enero;24,7;30,2;18,1;66,1;183,65;9,5;15,1;25,5;14:11:11
2013;Febrero;21,3;26,7;17,3;82,3;205,49;9,3;13,4;23,7;13:21:05
2013;Marzo;19;24,8;14,1;76,5;134,11;9,5;11,5;22,6;12:16:46
2013;Abril;16,2;22,2;11,7;81,9;70,1;9,4;11;19,6;11:12:50
2013;Mayo;13,3;18,2;9;87,8;89,92;8,3;9,1;15,6;10:17:42
2013;Junio;10;16,3;4,5;82,6;39,88;8,2;9,3;16,3;09:50:50
2013;Julio;10,3;15,7;5,2;84,2;93,22;8,5;11,1;18,4;10:04:12
2013;Agosto;12,7;18,9;7,3;76;203,46;9,1;11;18,3;10:51:22
2013;Septiembre;14,2;19,6;9,5;79,3;111,48;9,3;13,4;22,5;11:51:59
2014;Octubre;18,2;24,2;13,4;76,9;171,96;9,4;12,3;20,6;12:58:25
2014;Noviembre;18,8;25,1;13,5;71,8;182,62;9,3;13,3;23,4;13:56:08
2014;Diciembre;21,3;27,8;15,8;70,1;58,92;9,5;10,4;18;14:28:03
2014;Enero;22,2;28,8;16,8;74,5;137,92;9,7;10,8;19;14:11:29
2014;Febrero;22,6;28,8;18;72,8;79;9,8;11,6;18,9;13:21:34
2014;Marzo;20,7;27,6;15,2;75;63,5;9,3;9,4;17,4;12:17:18
2014;Abril;18,7;26;13,1;70,3;44,2;9,6;11,2;19;11:13:19
2014;Mayo;14,6;21,1;9,9;82,2;37,84;8,8;8,7;16,3;10:18:03
2014;Junio;11,5;17,7;5,4;75,6;40,13;9,1;9,6;17,5;09:50:54
2014;Julio;10,1;16,4;4,4;83,3;62,49;8,5;9,7;18,7;10:03:57
2014;Agosto;13,3;18,6;8,8;83,2;193,8;8,7;14;23,8;10:50:56
2014;Septiembre;12,1;18,7;6,8;72;37,59;9,2;13,7;22,8;11:51:29
2015;Octubre;13,5;19;9,1;78;65,02;9,6;15,9;25,1;12:57:55
2015;Noviembre;18,1;24;13,1;71,6;131,07;9,7;12,1;21;13:55:44
2015;Diciembre;22,2;28,7;16,5;68,8;45,97;9,9;10,3;19,1;14:27:58
2015;Enero;23,1;30;18;69,2;79,5;9,8;11,3;19,8;14:11:48
2015;Febrero;23,8;30,4;18,5;72,1;191,78;9,8;10,7;20;13:20:02
2015;Marzo;18,7;25,4;13,7;78,1;87,13;9,3;11,5;20,7;12:15:38
2015;Abril;15,9;20,7;12,5;85,8;181,1;8,9;13,2;23;11:11:48
2015;Mayo;10,4;15,6;6;88;70,85;8,3;9,7;17,4;10:16:58
2015;Junio;8,2;14,4;3,2;85,8;32,5;7,6;9,3;16,2;09:50:42
2015;Julio;9,2;13,7;5,2;88,1;191;8,1;11,1;18,8;10:04:46
2015;Agosto;11,4;17,9;5,6;77,6;68,84;8,6;10,2;18,2;10:50:28
2015;Septiembre;12,1;18,1;7,5;78,9;49,79;9,2;15,2;25,7;11:53:05
2016;Octubre;15,8;20,9;11,9;80,2;106,43;9,4;16;24;12:59:30
2016;Noviembre;18,8;25,8;12,9;67,9;82,55;9,5;12,5;22,3;13:56:58
2016;Diciembre;22,6;30,3;16,4;61,8;123,96;9,7;12,1;21,2;14:28:11
2016;Enero;23,6;29,8;18,6;71,5;130,81;9,7;13;22,5;14:10:49
2016;Febrero;23,6;29,5;19;79,9;127,76;9,1;11,1;19,7;13:20:32
2016;Marzo;20,4;26,2;15,8;74,6;61,48;9,5;13,4;22,7;12:16:10
2016;Abril;17,1;23,5;12,3;75,3;77,73;9,2;11,5;20;11:12:18
2016;Mayo;14,1;19,7;9,9;85,9;165,35;8,8;10,3;16,8;10:17:18
2016;Junio;11,9;17,9;6,4;79,9;0;8,9;9,3;15,6;09:50:46
2016;Julio;11,8;17;7,6;82,8;102,61;8,6;14,1;22,2;10:04:29
2016;Agosto;13,1;18,3;8,9;83,4;114,29;8,1;13,2;22,5;10:51:52
2016;Septiembre;13,9;19,6;9,7;83,1;103,88;8,9;13,1;20,9;11:52:34
2017;Octubre;15,9;22,2;10,9;73,5;99,06;9,4;11,8;22;12:58:59
2017;Noviembre;17,8;25,2;12,1;64,9;24,13;9,8;11,1;21;13:56:35
2017;Diciembre;22;29,3;16,3;67,7;147,58;9,7;11,2;19,3;14:28:07
2017;Enero;23,1;30,2;17,6;68;143,76;9,6;11;19,8;14:11:09
2017;Febrero;22,4;29,1;16,5;68,4;51,32;9,7;10,4;17,3;13:21:02
2017;Marzo;19,9;27,5;13,3;67,1;97,78;9,4;9,9;18,6;12:16:43
2017;Abril;19,9;25,4;16,3;84,7;184,92;8,9;10,4;17,3;11:12:47
2017;Mayo;14,7;20,2;10,7;85,3;214,37;8,8;9,5;16,6;10:17:39
2017;Junio;9,1;14,8;4,2;79,6;14,23;8,9;9,1;15,9;09:50:50
2017;Julio;9,3;13,4;5,5;86,4;138,19;8,5;12;19,7;10:04:13
2017;Agosto;10,3;16;5,6;81;50,29;9,1;11,8;21,5;10:49:34
2017;Septiembre;15,2;20;10,9;80;203,21;8,8;13,5;22;11:52:02
